-44090.9062500	-7090.9091796	-48571.4296875
-43545.4570312	-6818.1821289	-48673.4687500
-43909.0937500	-6636.3627929	-48367.3476562
-44000.0000000	-7000.0000000	-48979.5898437
-43818.1796875	-6363.6362304	-48673.4687500
-43727.2734375	-7000.0000000	-48877.5507812
-43636.3632812	-6636.3627929	-48367.3476562
-43636.3632812	-6727.2729492	-48367.3476562
-43636.3632812	-6909.0908203	-48673.4687500
-44090.9062500	-6636.3627929	-48571.4296875
-43727.2734375	-6909.0908203	-48571.4296875
-43636.3632812	-6636.3627929	-48469.3867187
-43545.4570312	-6454.5449218	-48469.3867187
-43545.4570312	-6454.5449218	-48673.4687500
-43545.4570312	-7090.9091796	-48673.4687500
-43727.2734375	-6636.3627929	-48571.4296875
-43818.1796875	-6818.1821289	-48571.4296875
-44000.0000000	-7090.9091796	-48673.4687500
-44090.9062500	-7545.4550781	-48673.4687500
-43727.2734375	-7363.6362304	-48571.4296875
-43818.1796875	-7363.6362304	-48673.4687500
-44000.0000000	-7090.9091796	-48877.5507812
-43909.0937500	-7363.6362304	-48469.3867187
-43636.3632812	-7272.7270507	-48265.3046875
-43818.1796875	-7272.7270507	-48265.3046875
-43818.1796875	-7727.2729492	-48673.4687500
-44000.0000000	-7272.7270507	-48571.4296875
-44090.9062500	-7363.6362304	-48571.4296875
-43909.0937500	-7363.6362304	-48877.5507812
-43818.1796875	-7000.0000000	-48571.4296875
-44000.0000000	-7545.4550781	-48571.4296875
-43909.0937500	-7363.6362304	-48877.5507812
-43818.1796875	-7454.5458984	-48469.3867187
-43818.1796875	-7363.6362304	-48571.4296875
-43636.3632812	-7363.6362304	-48877.5507812
-43636.3632812	-7272.7270507	-48877.5507812
-43727.2734375	-7181.8178710	-48877.5507812
-44090.9062500	-7272.7270507	-48979.5898437
-43636.3632812	-7363.6362304	-48979.5898437
-43818.1796875	-7181.8178710	-49081.6289062
-43545.4570312	-7454.5458984	-49183.6757812
-43636.3632812	-7181.8178710	-49183.6757812
-43454.5429687	-7272.7270507	-48979.5898437
